Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2500        -330.2755    -334.0160       3.7405   396.4
1.2505        -330.2750    -333.9592       3.6843   390.4
1.2510        -330.2749    -333.9123       3.6374   385.5
1.2515        -330.2758    -333.8840       3.6082   382.4
1.2520        -330.2780    -333.8750       3.5970   381.2
1.2525        -330.2806    -333.8756       3.5950   381.0
1.2530        -330.2835    -333.8750       3.5915   380.6
1.2535        -330.2866    -333.8670       3.5804   379.4
1.2540        -330.2896    -333.8505       3.5610   377.4
1.2545        -330.2926    -333.8315       3.5389   375.0
1.2550        -330.2966    -333.8202       3.5236   373.4
1.2555        -330.3011    -333.8205       3.5194   373.0
1.2560        -330.3063    -333.8290       3.5226   373.3
1.2565        -330.3126    -333.8349       3.5223   373.3
1.2570        -330.3186    -333.8225       3.5039   371.3
1.2575        -330.3241    -333.7842       3.4601   366.7
1.2580        -330.3289    -333.7237       3.3948   359.8
1.2585        -330.3340    -333.6549       3.3209   351.9
1.2590        -330.3392    -333.5927       3.2535   344.8
1.2595        -330.3447    -333.5477       3.2030   339.4
1.2600        -330.3504    -333.5229       3.1724   336.2
1.2605        -330.3560    -333.5180       3.1620   335.1
1.2610        -330.3618    -333.5301       3.1682   335.8
1.2615        -330.3678    -333.5512       3.1833   337.4
1.2620        -330.3733    -333.5725       3.1992   339.0
1.2625        -330.3787    -333.5880       3.2093   340.1
1.2630        -330.3836    -333.5972       3.2136   340.6
1.2635        -330.3885    -333.6065       3.2180   341.0
1.2640        -330.3935    -333.6213       3.2278   342.1
1.2645        -330.3988    -333.6439       3.2450   343.9
1.2650        -330.4039    -333.6729       3.2689   346.4
1.2655        -330.4088    -333.7064       3.2975   349.5
1.2660        -330.4141    -333.7457       3.3317   353.1
1.2665        -330.4200    -333.7900       3.3700   357.1
1.2670        -330.4259    -333.8311       3.4052   360.9
1.2675        -330.4324    -333.8622       3.4298   363.5
1.2680        -330.4389    -333.8740       3.4351   364.0
1.2685        -330.4451    -333.8594       3.4142   361.8
1.2690        -330.4508    -333.8193       3.3685   357.0
1.2695        -330.4565    -333.7629       3.3064   350.4
1.2700        -330.4623    -333.7026       3.2403   343.4
1.2705        -330.4685    -333.6483       3.1798   337.0
1.2710        -330.4747    -333.6013       3.1266   331.4
1.2715        -330.4805    -333.5599       3.0794   326.4
1.2720        -330.4860    -333.5226       3.0366   321.8
1.2725        -330.4908    -333.4902       2.9994   317.9
1.2730        -330.4952    -333.4688       2.9735   315.1
1.2735        -330.4996    -333.4637       2.9641   314.1
1.2740        -330.5039    -333.4769       2.9730   315.1
1.2745        -330.5078    -333.5080       3.0002   318.0
1.2750        -330.5120    -333.5544       3.0424   322.4
1.2755        -330.5159    -333.6077       3.0918   327.7
1.2760        -330.5196    -333.6600       3.1404   332.8
1.2765        -330.5228    -333.7049       3.1821   337.2
1.2770        -330.5258    -333.7399       3.2140   340.6
1.2775        -330.5288    -333.7647       3.2360   342.9
1.2780        -330.5320    -333.7796       3.2476   344.2
1.2785        -330.5348    -333.7841       3.2492   344.3
1.2790        -330.5376    -333.7806       3.2430   343.7
1.2795        -330.5403    -333.7736       3.2333   342.7
1.2800        -330.5425    -333.7692       3.2266   342.0
1.2805        -330.5450    -333.7757       3.2307   342.4
1.2810        -330.5484    -333.7966       3.2483   344.2
1.2815        -330.5520    -333.8259       3.2739   347.0
1.2820        -330.5556    -333.8532       3.2976   349.5
1.2825        -330.5591    -333.8693       3.3101   350.8
1.2830        -330.5621    -333.8693       3.3072   350.5
1.2835        -330.5646    -333.8571       3.2925   348.9
1.2840        -330.5670    -333.8421       3.2751   347.1
1.2845        -330.5692    -333.8369       3.2676   346.3
1.2850        -330.5722    -333.8549       3.2827   347.9
1.2855        -330.5756    -333.9008       3.3252   352.4
1.2860        -330.5798    -333.9710       3.3912   359.4
1.2865        -330.5846    -334.0525       3.4679   367.5
1.2870        -330.5895    -334.1277       3.5382   375.0
1.2875        -330.5944    -334.1810       3.5865   380.1
1.2880        -330.5996    -334.2011       3.6015   381.7
1.2885        -330.6044    -334.1860       3.5816   379.6
1.2890        -330.6090    -334.1443       3.5353   374.7
1.2895        -330.6141    -334.0929       3.4788   368.7
1.2900        -330.6202    -334.0495       3.4293   363.4
1.2905        -330.6265    -334.0208       3.3943   359.7
1.2910        -330.6337    -334.0062       3.3725   357.4
1.2915        -330.6409    -333.9986       3.3577   355.8
1.2920        -330.6481    -333.9897       3.3416   354.1
1.2925        -330.6548    -333.9744       3.3197   351.8
1.2930        -330.6614    -333.9553       3.2939   349.1
1.2935        -330.6677    -333.9376       3.2699   346.5
1.2940        -330.6745    -333.9288       3.2543   344.9
1.2945        -330.6814    -333.9325       3.2511   344.5
1.2950        -330.6889    -333.9463       3.2574   345.2
1.2955        -330.6962    -333.9598       3.2636   345.9
1.2960        -330.7031    -333.9632       3.2602   345.5
1.2965        -330.7094    -333.9536       3.2442   343.8
1.2970        -330.7156    -333.9349       3.2192   341.2
1.2975        -330.7219    -333.9129       3.1910   338.2
1.2980        -330.7279    -333.8916       3.1637   335.3
1.2985        -330.7339    -333.8746       3.1407   332.8
1.2990        -330.7398    -333.8637       3.1239   331.1
1.2995        -330.7456    -333.8585       3.1129   329.9
1.3000        -330.7520    -333.8559       3.1039   328.9
1.3005        -330.7574    -333.8472       3.0898   327.5
1.3010        -330.7629    -333.8271       3.0642   324.7
1.3015        -330.7673    -333.7921       3.0247   320.6
1.3020        -330.7706    -333.7488       2.9781   315.6
1.3025        -330.7737    -333.7117       2.9380   311.4
1.3030        -330.7768    -333.6961       2.9193   309.4
1.3035        -330.7798    -333.7119       2.9322   310.7
1.3040        -330.7831    -333.7614       2.9783   315.6
1.3045        -330.7871    -333.8363       3.0492   323.1
1.3050        -330.7906    -333.9191       3.1285   331.5
1.3055        -330.7938    -333.9930       3.1992   339.0
1.3060        -330.7968    -334.0432       3.2464   344.0
1.3065        -330.7986    -334.0627       3.2641   345.9
1.3070        -330.8001    -334.0589       3.2587   345.4
1.3075        -330.8024    -334.0451       3.2428   343.7
1.3080        -330.8044    -334.0343       3.2299   342.3
1.3085        -330.8068    -334.0366       3.2298   342.3
1.3090        -330.8099    -334.0544       3.2445   343.8
1.3095        -330.8134    -334.0820       3.2687   346.4
1.3100        -330.8171    -334.1083       3.2912   348.8
1.3105        -330.8204    -334.1194       3.2989   349.6
1.3110        -330.8235    -334.1060       3.2825   347.9
1.3115        -330.8254    -334.0682       3.2428   343.7
1.3120        -330.8269    -334.0187       3.1919   338.3
1.3125        -330.8284    -333.9762       3.1478   333.6
1.3130        -330.8305    -333.9577       3.1272   331.4
1.3135        -330.8328    -333.9716       3.1388   332.6
1.3140        -330.8355    -334.0163       3.1807   337.1
1.3145        -330.8387    -334.0804       3.2417   343.5
1.3150        -330.8418    -334.1470       3.3052   350.3
1.3155        -330.8451    -334.1994       3.3543   355.5
1.3160        -330.8478    -334.2225       3.3747   357.6
1.3165        -330.8496    -334.2116       3.3620   356.3
1.3170        -330.8511    -334.1762       3.3251   352.4
1.3175        -330.8528    -334.1344       3.2817   347.8
1.3180        -330.8545    -334.1047       3.2502   344.4
1.3185        -330.8573    -334.0998       3.2425   343.6
1.3190        -330.8606    -334.1200       3.2594   345.4
1.3195        -330.8644    -334.1557       3.2913   348.8
1.3200        -330.8679    -334.1909       3.3230   352.2
1.3205        -330.8712    -334.2125       3.3412   354.1
1.3210        -330.8741    -334.2137       3.3396   353.9
1.3215        -330.8767    -334.1969       3.3202   351.9
1.3220        -330.8791    -334.1710       3.2919   348.9
1.3225        -330.8817    -334.1480       3.2663   346.2
1.3230        -330.8846    -334.1364       3.2518   344.6
1.3235        -330.8876    -334.1393       3.2516   344.6
1.3240        -330.8909    -334.1557       3.2648   346.0
1.3245        -330.8946    -334.1803       3.2857   348.2
1.3250        -330.8985    -334.2023       3.3038   350.1
1.3255        -330.9026    -334.2090       3.3064   350.4
1.3260        -330.9060    -334.1903       3.2843   348.1
1.3265        -330.9085    -334.1461       3.2375   343.1
1.3270        -330.9109    -334.0871       3.1762   336.6
1.3275        -330.9128    -334.0273       3.1146   330.1
1.3280        -330.9155    -333.9797       3.0642   324.7
1.3285        -330.9182    -333.9465       3.0283   320.9
1.3290        -330.9211    -333.9244       3.0033   318.3
1.3295        -330.9233    -333.9049       2.9816   316.0
1.3300        -330.9246    -333.8827       2.9581   313.5
1.3305        -330.9253    -333.8606       2.9353   311.1
1.3310        -330.9256    -333.8456       2.9199   309.4
1.3315        -330.9261    -333.8444       2.9183   309.3
1.3320        -330.9263    -333.8585       2.9321   310.7
1.3325        -330.9264    -333.8846       2.9582   313.5
1.3330        -330.9263    -333.9172       2.9909   317.0
1.3335        -330.9256    -333.9498       3.0242   320.5
1.3340        -330.9244    -333.9779       3.0535   323.6
1.3345        -330.9228    -334.0005       3.0777   326.2
1.3350        -330.9210    -334.0183       3.0974   328.3
1.3355        -330.9188    -334.0316       3.1128   329.9
1.3360        -330.9168    -334.0405       3.1237   331.0
1.3365        -330.9144    -334.0432       3.1288   331.6
1.3370        -330.9115    -334.0394       3.1279   331.5
1.3375        -330.9088    -334.0320       3.1232   331.0
1.3380        -330.9064    -334.0225       3.1161   330.2
1.3385        -330.9036    -334.0111       3.1076   329.3
1.3390        -330.9008    -333.9992       3.0984   328.4
1.3395        -330.8977    -333.9873       3.0896   327.4
1.3400        -330.8944    -333.9773       3.0829   326.7
1.3405        -330.8909    -333.9708       3.0799   326.4
1.3410        -330.8871    -333.9699       3.0829   326.7
1.3415        -330.8831    -333.9793       3.0962   328.1
1.3420        -330.8790    -334.0029       3.1239   331.1
1.3425        -330.8753    -334.0421       3.1668   335.6
1.3430        -330.8715    -334.0922       3.2208   341.3
1.3435        -330.8677    -334.1441       3.2763   347.2
1.3440        -330.8640    -334.1861       3.3221   352.1
1.3445        -330.8596    -334.2095       3.3499   355.0
1.3450        -330.8546    -334.2139       3.3593   356.0
1.3455        -330.8492    -334.2086       3.3594   356.0
1.3460        -330.8445    -334.2083       3.3639   356.5
1.3465        -330.8408    -334.2206       3.3798   358.2
1.3470        -330.8371    -334.2423       3.4053   360.9
1.3475        -330.8337    -334.2654       3.4317   363.7
1.3480        -330.8304    -334.2787       3.4483   365.4
1.3485        -330.8269    -334.2758       3.4490   365.5
1.3490        -330.8236    -334.2567       3.4331   363.8
1.3495        -330.8203    -334.2262       3.4059   360.9
1.3500        -330.8167    -334.1935       3.3768   357.9
1.3505        -330.8135    -334.1712       3.3577   355.8
1.3510        -330.8112    -334.1709       3.3597   356.1
1.3515        -330.8094    -334.1960       3.3866   358.9
1.3520        -330.8083    -334.2412       3.4329   363.8
1.3525        -330.8077    -334.2950       3.4874   369.6
1.3530        -330.8071    -334.3415       3.5343   374.6
1.3535        -330.8065    -334.3665       3.5600   377.3
1.3540        -330.8051    -334.3640       3.5589   377.2
1.3545        -330.8041    -334.3410       3.5368   374.8
1.3550        -330.8032    -334.3109       3.5077   371.7
1.3555        -330.8032    -334.2892       3.4860   369.4
1.3560        -330.8041    -334.2839       3.4798   368.8
1.3565        -330.8060    -334.2891       3.4831   369.1
1.3570        -330.8080    -334.2893       3.4813   368.9
1.3575        -330.8099    -334.2711       3.4612   366.8
1.3580        -330.8111    -334.2288       3.4177   362.2
1.3585        -330.8123    -334.1690       3.3567   355.7
1.3590        -330.8131    -334.1047       3.2916   348.8
1.3595        -330.8144    -334.0526       3.2382   343.2
1.3600        -330.8161    -334.0248       3.2087   340.0
1.3605        -330.8182    -334.0249       3.2067   339.8
1.3610        -330.8206    -334.0494       3.2288   342.2
1.3615        -330.8238    -334.0875       3.2636   345.9
1.3620        -330.8268    -334.1191       3.2923   348.9
1.3625        -330.8292    -334.1266       3.2974   349.5
1.3630        -330.8309    -334.1027       3.2719   346.7
1.3635        -330.8317    -334.0537       3.2221   341.5
1.3640        -330.8321    -333.9995       3.1674   335.7
1.3645        -330.8326    -333.9653       3.1326   332.0
1.3650        -330.8341    -333.9714       3.1373   332.5
1.3655        -330.8365    -334.0230       3.1865   337.7
1.3660        -330.8397    -334.1072       3.2675   346.3
1.3665        -330.8428    -334.1980       3.3552   355.6
1.3670        -330.8456    -334.2681       3.4225   362.7
1.3675        -330.8480    -334.2979       3.4499   365.6
1.3680        -330.8500    -334.2790       3.4289   363.4
1.3685        -330.8513    -334.2142       3.3629   356.4
1.3690        -330.8519    -334.1208       3.2689   346.4
1.3695        -330.8524    -334.0256       3.1732   336.3
1.3700        -330.8527    -333.9596       3.1069   329.3
1.3705        -330.8539    -333.9494       3.0955   328.0
1.3710        -330.8566    -334.0025       3.1459   333.4
1.3715        -330.8606    -334.1016       3.2410   343.5
1.3720        -330.8649    -334.2088       3.3439   354.4
1.3725        -330.8681    -334.2841       3.4160   362.0
1.3730        -330.8701    -334.3040       3.4339   363.9
1.3735        -330.8711    -334.2676       3.3965   360.0
1.3740        -330.8710    -334.1956       3.3245   352.3
1.3745        -330.8717    -334.1241       3.2524   344.7
1.3750        -330.8732    -334.0833       3.2100   340.2
1.3755        -330.8759    -334.0860       3.2102   340.2
1.3760        -330.8789    -334.1267       3.2478   344.2
1.3765        -330.8832    -334.1866       3.3034   350.1
1.3770        -330.8865    -334.2395       3.3530   355.3
1.3775        -330.8889    -334.2672       3.3783   358.0
1.3780        -330.8915    -334.2639       3.3724   357.4
1.3785        -330.8932    -334.2327       3.3395   353.9
1.3790        -330.8948    -334.1868       3.2919   348.9
1.3795        -330.8966    -334.1446       3.2480   344.2
1.3800        -330.8988    -334.1231       3.2243   341.7
1.3805        -330.9021    -334.1302       3.2281   342.1
1.3810        -330.9054    -334.1603       3.2549   344.9
1.3815        -330.9095    -334.2002       3.2907   348.7
1.3820        -330.9135    -334.2298       3.3163   351.5
1.3825        -330.9173    -334.2308       3.3136   351.2
1.3830        -330.9200    -334.1931       3.2731   346.9
1.3835        -330.9221    -334.1212       3.1991   339.0
1.3840        -330.9235    -334.0317       3.1082   329.4
1.3845        -330.9251    -333.9473       3.0222   320.3
1.3850        -330.9267    -333.8874       2.9607   313.8
1.3855        -330.9288    -333.8622       2.9334   310.9
1.3860        -330.9313    -333.8686       2.9373   311.3
1.3865        -330.9336    -333.8927       2.9591   313.6
1.3870        -330.9355    -333.9175       2.9820   316.0
1.3875        -330.9365    -333.9283       2.9917   317.1
1.3880        -330.9367    -333.9172       2.9805   315.9
1.3885        -330.9359    -333.8855       2.9496   312.6
1.3890        -330.9343    -333.8443       2.9100   308.4
1.3895        -330.9324    -333.8132       2.8808   305.3
1.3900        -330.9308    -333.8104       2.8796   305.2
1.3905        -330.9293    -333.8442       2.9148   308.9
1.3910        -330.9284    -333.9125       2.9841   316.2
1.3915        -330.9274    -334.0007       3.0733   325.7
1.3920        -330.9263    -334.0880       3.1617   335.1
1.3925        -330.9242    -334.1546       3.2304   342.4
1.3930        -330.9215    -334.1906       3.2691   346.5
1.3935        -330.9179    -334.1956       3.2778   347.4
1.3940        -330.9140    -334.1823       3.2682   346.4
1.3945        -330.9101    -334.1692       3.2591   345.4
1.3950        -330.9067    -334.1738       3.2671   346.2
1.3955        -330.9042    -334.2064       3.3022   350.0
1.3960        -330.9020    -334.2666       3.3645   356.6
1.3965        -330.9003    -334.3453       3.4450   365.1
1.3970        -330.8987    -334.4267       3.5279   373.9
1.3975        -330.8975    -334.4944       3.5969   381.2
1.3980        -330.8961    -334.5337       3.6376   385.5
1.3985        -330.8944    -334.5394       3.6449   386.3
1.3990        -330.8927    -334.5177       3.6251   384.2
1.3995        -330.8915    -334.4848       3.5932   380.8
1.4000        -330.8909    -334.4595       3.5687   378.2
1.4005        -330.8910    -334.4599       3.5689   378.2
1.4010        -330.8923    -334.4945       3.6021   381.7
1.4015        -330.8952    -334.5577       3.6625   388.1
1.4020        -330.8986    -334.6329       3.7343   395.8
1.4025        -330.9029    -334.7006       3.7977   402.5
1.4030        -330.9075    -334.7412       3.8337   406.3
1.4035        -330.9123    -334.7437       3.8313   406.0
1.4040        -330.9170    -334.7093       3.7923   401.9
1.4045        -330.9218    -334.6530       3.7313   395.4
1.4050        -330.9267    -334.5984       3.6717   389.1
1.4055        -330.9332    -334.5706       3.6374   385.5
1.4060        -330.9418    -334.5797       3.6380   385.5
1.4065        -330.9518    -334.6147       3.6629   388.2
1.4070        -330.9618    -334.6519       3.6900   391.1
1.4075        -330.9722    -334.6700       3.6978   391.9
1.4080        -330.9824    -334.6558       3.6733   389.3
1.4085        -330.9922    -334.6100       3.6178   383.4
1.4090        -331.0019    -334.5462       3.5443   375.6
1.4095        -331.0122    -334.4830       3.4708   367.8
1.4100        -331.0228    -334.4355       3.4127   361.7
1.4105        -331.0341    -334.4114       3.3773   357.9
1.4110        -331.0454    -334.4098       3.3644   356.5
1.4115        -331.0571    -334.4278       3.3707   357.2
1.4120        -331.0695    -334.4580       3.3885   359.1
1.4125        -331.0823    -334.4877       3.4054   360.9
1.4130        -331.0945    -334.5046       3.4101   361.4
1.4135        -331.1069    -334.5029       3.3960   359.9
1.4140        -331.1188    -334.4819       3.3631   356.4
1.4145        -331.1301    -334.4496       3.3195   351.8
1.4150        -331.1417    -334.4208       3.2791   347.5
1.4155        -331.1539    -334.4061       3.2522   344.7
1.4160        -331.1665    -334.4071       3.2406   343.4
1.4165        -331.1790    -334.4180       3.2389   343.3
1.4170        -331.1914    -334.4313       3.2399   343.4
1.4175        -331.2036    -334.4422       3.2386   343.2
1.4180        -331.2155    -334.4481       3.2326   342.6
1.4185        -331.2269    -334.4513       3.2244   341.7
1.4190        -331.2387    -334.4575       3.2188   341.1
1.4195        -331.2508    -334.4688       3.2179   341.0
1.4200        -331.2625    -334.4833       3.2207   341.3
1.4205        -331.2744    -334.4993       3.2250   341.8
1.4210        -331.2861    -334.5151       3.2290   342.2
1.4215        -331.2980    -334.5295       3.2315   342.5
1.4220        -331.3099    -334.5412       3.2313   342.4
1.4225        -331.3222    -334.5468       3.2246   341.7
1.4230        -331.3340    -334.5399       3.2059   339.8
1.4235        -331.3452    -334.5158       3.1705   336.0
1.4240        -331.3556    -334.4760       3.1204   330.7
1.4245        -331.3653    -334.4312       3.0659   324.9
1.4250        -331.3751    -334.3958       3.0207   320.1
1.4255        -331.3855    -334.3774       2.9919   317.1
1.4260        -331.3955    -334.3712       2.9756   315.3
1.4265        -331.4050    -334.3686       2.9635   314.1
1.4270        -331.4139    -334.3638       2.9499   312.6
1.4275        -331.4217    -334.3582       2.9366   311.2
1.4280        -331.4296    -334.3584       2.9288   310.4
1.4285        -331.4377    -334.3654       2.9277   310.3
1.4290        -331.4454    -334.3749       2.9294   310.5
1.4295        -331.4525    -334.3799       2.9274   310.2
1.4300        -331.4585    -334.3763       2.9178   309.2
1.4305        -331.4641    -334.3678       2.9036   307.7
1.4310        -331.4690    -334.3614       2.8923   306.5
1.4315        -331.4738    -334.3656       2.8918   306.5
1.4320        -331.4784    -334.3860       2.9076   308.1
1.4325        -331.4832    -334.4233       2.9401   311.6
1.4330        -331.4884    -334.4707       2.9824   316.1
1.4335        -331.4927    -334.5152       3.0225   320.3
1.4340        -331.4969    -334.5457       3.0487   323.1
1.4345        -331.5001    -334.5549       3.0548   323.7
1.4350        -331.5028    -334.5459       3.0432   322.5
1.4355        -331.5053    -334.5269       3.0216   320.2
1.4360        -331.5075    -334.5057       2.9982   317.7
1.4365        -331.5094    -334.4904       2.9810   315.9
1.4370        -331.5114    -334.4874       2.9760   315.4
1.4375        -331.5131    -334.4978       2.9848   316.3
1.4380        -331.5146    -334.5207       3.0061   318.6
1.4385        -331.5164    -334.5515       3.0351   321.7
1.4390        -331.5179    -334.5809       3.0631   324.6
1.4395        -331.5187    -334.6006       3.0819   326.6
1.4400        -331.5188    -334.6074       3.0886   327.3
1.4405        -331.5186    -334.6055       3.0869   327.1
1.4410        -331.5181    -334.6024       3.0844   326.9
1.4415        -331.5179    -334.6052       3.0874   327.2
1.4420        -331.5176    -334.6153       3.0977   328.3
1.4425        -331.5173    -334.6297       3.1124   329.8
1.4430        -331.5171    -334.6429       3.1259   331.3
1.4435        -331.5163    -334.6488       3.1324   332.0
1.4440        -331.5152    -334.6443       3.1291   331.6
1.4445        -331.5138    -334.6299       3.1161   330.2
1.4450        -331.5123    -334.6081       3.0957   328.1
1.4455        -331.5105    -334.5819       3.0713   325.5
1.4460        -331.5090    -334.5549       3.0459   322.8
1.4465        -331.5070    -334.5274       3.0204   320.1
1.4470        -331.5046    -334.4998       2.9952   317.4
1.4475        -331.5020    -334.4741       2.9721   315.0
1.4480        -331.4990    -334.4525       2.9534   313.0
1.4485        -331.4958    -334.4376       2.9418   311.8
1.4490        -331.4923    -334.4323       2.9400   311.6
1.4495        -331.4890    -334.4356       2.9466   312.3
1.4500        -331.4854    -334.4401       2.9547   313.1
1.4505        -331.4809    -334.4387       2.9578   313.5
1.4510        -331.4759    -334.4289       2.9530   312.9
1.4515        -331.4702    -334.4116       2.9414   311.7
1.4520        -331.4641    -334.3926       2.9285   310.4
1.4525        -331.4580    -334.3789       2.9209   309.5
1.4530        -331.4517    -334.3751       2.9235   309.8
1.4535        -331.4450    -334.3831       2.9381   311.4
1.4540        -331.4382    -334.4022       2.9640   314.1
1.4545        -331.4310    -334.4292       2.9982   317.7
1.4550        -331.4232    -334.4593       3.0361   321.8
1.4555        -331.4154    -334.4896       3.0742   325.8
1.4560        -331.4069    -334.5160       3.1091   329.5
1.4565        -331.3987    -334.5364       3.1377   332.5
1.4570        -331.3897    -334.5466       3.1570   334.6
1.4575        -331.3800    -334.5481       3.1681   335.7
1.4580        -331.3698    -334.5491       3.1793   336.9
1.4585        -331.3597    -334.5627       3.2030   339.4
1.4590        -331.3497    -334.5998       3.2501   344.4
1.4595        -331.3410    -334.6622       3.3212   352.0
1.4600        -331.3325    -334.7344       3.4018   360.5
1.4605        -331.3232    -334.7934       3.4702   367.8
1.4610        -331.3135    -334.8253       3.5118   372.2
1.4615        -331.3028    -334.8290       3.5262   373.7
1.4620        -331.2925    -334.8184       3.5258   373.7
1.4625        -331.2827    -334.8107       3.5280   373.9
1.4630        -331.2741    -334.8195       3.5454   375.7
1.4635        -331.2665    -334.8470       3.5805   379.5
1.4640        -331.2592    -334.8863       3.6270   384.4
1.4645        -331.2519    -334.9272       3.6752   389.5
1.4650        -331.2458    -334.9603       3.7145   393.6
1.4655        -331.2398    -334.9749       3.7350   395.8
1.4660        -331.2342    -334.9643       3.7301   395.3
1.4665        -331.2289    -334.9261       3.6972   391.8
1.4670        -331.2236    -334.8646       3.6409   385.9
1.4675        -331.2187    -334.7923       3.5736   378.7
1.4680        -331.2143    -334.7261       3.5118   372.2
1.4685        -331.2107    -334.6829       3.4722   368.0
1.4690        -331.2085    -334.6720       3.4636   367.1
1.4695        -331.2075    -334.6860       3.4785   368.6
1.4700        -331.2069    -334.7017       3.4948   370.4
1.4705        -331.2063    -334.6947       3.4884   369.7
1.4710        -331.2043    -334.6498       3.4455   365.1
1.4715        -331.2021    -334.5707       3.3686   357.0
1.4720        -331.1996    -334.4736       3.2740   347.0
1.4725        -331.1977    -334.3829       3.1852   337.6
1.4730        -331.1964    -334.3185       3.1222   330.9
1.4735        -331.1955    -334.2888       3.0932   327.8
1.4740        -331.1947    -334.2922       3.0975   328.3
1.4745        -331.1941    -334.3223       3.1282   331.5
1.4750        -331.1933    -334.3679       3.1746   336.4
1.4755        -331.1923    -334.4159       3.2236   341.6
1.4760        -331.1915    -334.4529       3.2614   345.6
1.4765        -331.1899    -334.4662       3.2762   347.2
1.4770        -331.1876    -334.4525       3.2649   346.0
1.4775        -331.1849    -334.4208       3.2360   342.9
1.4780        -331.1819    -334.3876       3.2057   339.7
1.4785        -331.1796    -334.3710       3.1915   338.2
1.4790        -331.1776    -334.3810       3.2034   339.5
1.4795        -331.1765    -334.4173       3.2408   343.4
1.4800        -331.1760    -334.4661       3.2901   348.7
1.4805        -331.1753    -334.5058       3.3306   353.0
1.4810        -331.1740    -334.5184       3.3444   354.4
1.4815        -331.1716    -334.4971       3.3255   352.4
1.4820        -331.1687    -334.4524       3.2837   348.0
1.4825        -331.1661    -334.4043       3.2381   343.2
1.4830        -331.1637    -334.3712       3.2075   339.9
1.4835        -331.1621    -334.3662       3.2041   339.6
1.4840        -331.1610    -334.3891       3.2282   342.1
1.4845        -331.1600    -334.4283       3.2683   346.4
1.4850        -331.1591    -334.4680       3.3089   350.7
1.4855        -331.1579    -334.4930       3.3351   353.4
1.4860        -331.1563    -334.4940       3.3377   353.7
1.4865        -331.1540    -334.4704       3.3164   351.5
1.4870        -331.1513    -334.4326       3.2813   347.7
1.4875        -331.1491    -334.3985       3.2494   344.4
1.4880        -331.1473    -334.3820       3.2347   342.8
1.4885        -331.1461    -334.3887       3.2426   343.6
1.4890        -331.1456    -334.4144       3.2688   346.4
1.4895        -331.1449    -334.4464       3.3015   349.9
1.4900        -331.1442    -334.4718       3.3276   352.6
1.4905        -331.1435    -334.4787       3.3352   353.5
1.4910        -331.1421    -334.4592       3.3171   351.5
1.4915        -331.1403    -334.4148       3.2746   347.0
1.4920        -331.1382    -334.3555       3.2173   341.0
1.4925        -331.1355    -334.2992       3.1637   335.3
1.4930        -331.1334    -334.2678       3.1343   332.2
1.4935        -331.1321    -334.2726       3.1405   332.8
1.4940        -331.1312    -334.3106       3.1794   336.9
1.4945        -331.1304    -334.3674       3.2370   343.0
1.4950        -331.1293    -334.4257       3.2964   349.3
1.4955        -331.1275    -334.4729       3.3454   354.5
1.4960        -331.1255    -334.5060       3.3805   358.3
1.4965        -331.1234    -334.5300       3.4066   361.0
1.4970        -331.1217    -334.5539       3.4322   363.7
1.4975        -331.1206    -334.5844       3.4639   367.1
1.4980        -331.1202    -334.6208       3.5006   371.0
1.4985        -331.1200    -334.6575       3.5375   374.9
1.4990        -331.1198    -334.6912       3.5714   378.5
1.4995        -331.1203    -334.7212       3.6009   381.6
1.5000        -331.1217    -334.7445       3.6228   383.9
1.5005        -331.1236    -334.7541       3.6305   384.7
1.5010        -331.1256    -334.7401       3.6145   383.1
1.5015        -331.1274    -334.6990       3.5716   378.5
1.5020        -331.1287    -334.6387       3.5100   372.0
1.5025        -331.1301    -334.5779       3.4477   365.4
1.5030        -331.1327    -334.5363       3.4036   360.7
1.5035        -331.1366    -334.5203       3.3838   358.6
1.5040        -331.1411    -334.5199       3.3788   358.1
1.5045        -331.1454    -334.5164       3.3710   357.2
1.5050        -331.1492    -334.4965       3.3472   354.7
1.5055        -331.1523    -334.4590       3.3067   350.4
1.5060        -331.1548    -334.4157       3.2608   345.6
1.5065        -331.1576    -334.3829       3.2254   341.8
1.5070        -331.1612    -334.3720       3.2108   340.3
1.5075        -331.1650    -334.3822       3.2171   340.9
1.5080        -331.1693    -334.4069       3.2376   343.1
1.5085        -331.1740    -334.4352       3.2612   345.6
1.5090        -331.1782    -334.4533       3.2751   347.1
1.5095        -331.1819    -334.4536       3.2717   346.7
1.5100        -331.1856    -334.4349       3.2493   344.3
1.5105        -331.1894    -334.3976       3.2082   340.0
1.5110        -331.1925    -334.3458       3.1533   334.2
1.5115        -331.1952    -334.2876       3.0924   327.7
1.5120        -331.1975    -334.2336       3.0361   321.8
1.5125        -331.1996    -334.1959       2.9963   317.5
1.5130        -331.2023    -334.1832       2.9809   315.9
1.5135        -331.2055    -334.1921       2.9866   316.5
1.5140        -331.2088    -334.2047       2.9959   317.5
1.5145        -331.2107    -334.2006       2.9899   316.9
1.5150        -331.2112    -334.1729       2.9617   313.9
1.5155        -331.2107    -334.1302       2.9195   309.4
1.5160        -331.2101    -334.0913       2.8811   305.3
1.5165        -331.2101    -334.0724       2.8623   303.3
1.5170        -331.2100    -334.0783       2.8683   304.0
1.5175        -331.2098    -334.1046       2.8947   306.8
1.5180        -331.2089    -334.1420       2.9332   310.8
